repetitions,orthographic_form,meanDuration,medianDuration,stDevDuration
704,международного,0.7404261363636363,0.7300000000000004,0.08777126910627908
431,сообщества,0.715568445475638,0.71,0.11015108513544551
7,укрепит,0.452857142857143,0.4500000000000002,0.030101867865293553
237,нашу,0.3033755274261603,0.29000000000000004,0.06290101989671326
58,решимость,0.5863793103448277,0.57,0.0908712290089296
82,самом,0.3695121951219512,0.3599999999999999,0.07572257515341357
32,высоком,0.4628125,0.47499999999999987,0.05032608512242926
188,уровне,0.4192021276595745,0.41000000000000014,0.07804050772859497
577,если,0.32445407279029465,0.31999999999999984,0.07159549661158043
2500,бы,0.12306800000000001,0.11000000000000032,0.04490954660203106
613,вы,0.15169657422512234,0.13999999999999968,0.0652968571051264
1095,мне,0.19620091324200914,0.17999999999999994,0.07159752935130968
56,сделали,0.4764285714285714,0.45500000000000007,0.08544899421435517
73,честь,0.3501369863013698,0.3200000000000003,0.07985420191524276
12,приехать,0.5308333333333334,0.5149999999999999,0.10570858789878705
111,ко,0.1225225225225225,0.1200000000000001,0.02349883909221742
615,ты,0.1405691056910569,0.1299999999999999,0.058059414662115984
46,сначала,0.48586956521739133,0.47,0.07284814721037779
6,сходи,0.3083333333333334,0.31000000000000005,0.03933474573735319
47,домой,0.4429787234042553,0.45999999999999996,0.061225599346936437
6,умойся,0.515,0.505,0.04031128874149269
6,оденься,0.5583333333333333,0.56,0.041399141161247446
389,под,0.18143958868894605,0.17999999999999972,0.0356285402456581
68,руководством,0.6638235294117647,0.665,0.07366516879384453
74,премьер,0.4077027027027027,0.3999999999999999,0.05722282896587299
91,министра,0.515054945054945,0.49,0.09696916499105745
3,салама,0.48666666666666664,0.4900000000000002,0.06128258770283427
2,файяда,0.5450000000000002,0.5450000000000002,0.03499999999999992
851,более,0.3371210340775558,0.33000000000000007,0.06524154283329839
14,энергично,0.6114285714285714,0.5950000000000002,0.07366498905344997
12,действуют,0.515,0.4949999999999999,0.07005949852327892
12,создаваемые,0.7108333333333334,0.6800000000000002,0.09313595200327075
4,палестинские,0.7275,0.7149999999999999,0.07885905147793777
23,институты,0.6330434782608696,0.6300000000000001,0.10876519514467034
1101,поэтому,0.46375113533151685,0.44999999999999996,0.08756058139506816
9515,мы,0.15889332632685232,0.1499999999999999,0.05472622994944406
344,призываем,0.5618604651162791,0.5499999999999999,0.08723147005081096
314,правительство,0.6370382165605095,0.6299999999999999,0.09453111814347849
86,судана,0.5430232558139536,0.5499999999999996,0.08648255325385953
95,рассмотреть,0.5850526315789474,0.58,0.0871039751852623
498,вопрос,0.45373493975903617,0.43999999999999995,0.08996265414414487
1901,о,0.07791162546028406,0.06999999999999984,0.04404464972530957
76,международном,0.7373684210526317,0.7399999999999993,0.10343277019464624
6,присутствии,0.6733333333333335,0.6800000000000002,0.08863157200205574
940,этих,0.26487234042553187,0.25,0.06616938837825384
171,двух,0.27321637426900586,0.26,0.06544186269279038
20,штатах,0.4784999999999998,0.44500000000000006,0.09334211268232578
72,намерены,0.5031944444444445,0.4900000000000001,0.06141449315215264
22,воздержаться,0.6945454545454546,0.6900000000000002,0.0629377233842581
498,при,0.1737751004016064,0.16999999999999993,0.04527698803001632
33,проведении,0.6178787878787879,0.5899999999999999,0.08448623971725254
1615,этого,0.30801238390092883,0.29000000000000004,0.07597832407332988
344,голосования,0.7756104651162793,0.7699999999999996,0.11154402356382401
1361,будет,0.30778104335047757,0.29999999999999993,0.06551832982958226
29,проводиться,0.5599999999999999,0.54,0.08403611703022247
752,нашей,0.33067819148936173,0.3200000000000002,0.058226836805624786
17,просьбе,0.4688235294117648,0.4800000000000004,0.06850352957340114
1349,она,0.23685693106004446,0.23000000000000004,0.06453157545772482
54,отражает,0.5485185185185185,0.5499999999999998,0.07116510295985447
9,давнюю,0.42666666666666675,0.41000000000000014,0.041633319989322654
6,традицию,0.5900000000000001,0.58,0.06831300510639739
64,приверженности,0.80125,0.79,0.09644460845480167
109,вашей,0.3304587155963303,0.3200000000000003,0.05008955871165457
689,страны,0.4425689404934688,0.4399999999999995,0.07682140499936387
71,канады,0.47183098591549294,0.46999999999999975,0.07172541261311036
357,работе,0.45162464985994405,0.4400000000000004,0.08500548183149143
237,над,0.1809704641350211,0.17999999999999972,0.04618239354585512
48,вопросами,0.6074999999999999,0.5949999999999998,0.07224091638399942
484,разоружения,0.7678719008264462,0.7699999999999996,0.097413959258262
6,имеющимся,0.6516666666666667,0.67,0.08070866675202165
21,сообщениям,0.7228571428571429,0.7299999999999999,0.07251553903378602
73,население,0.6073972602739727,0.6199999999999997,0.0913824928117738
12,направляется,0.6725,0.6549999999999998,0.08554969316134327
1958,из,0.13554647599591418,0.1299999999999999,0.04899482613595153
6,куффы,0.38999999999999996,0.37000000000000033,0.09814954576223621
12,бундж,0.48833333333333345,0.4750000000000003,0.09299044156375555
12,столицу,0.6125000000000002,0.6200000000000001,0.07473564522145158
6,округа,0.4783333333333332,0.46499999999999986,0.047404875511092695
990,однако,0.4583333333333333,0.44000000000000006,0.08557323049749717
28,ввиду,0.3549999999999999,0.34999999999999964,0.06560161147846469
2,позднего,0.44000000000000006,0.44000000000000006,0.06999999999999995
15,часа,0.368,0.3599999999999999,0.06813711665947332
5426,это,0.22843346848507187,0.21999999999999997,0.06516994778281306
172,заседание,0.6393604651162791,0.6399999999999997,0.09489374875760805
12,состоится,0.5683333333333334,0.5800000000000001,0.0858131044123733
44,позднее,0.5445454545454546,0.5549999999999999,0.0844623247224504
68,отмечается,0.6591176470588236,0.6499999999999999,0.09592790329074116
221,развитие,0.5490950226244344,0.5299999999999998,0.10216699586020449
2,табачной,0.525,0.525,0.0050000000000002265
26,эпидемии,0.625,0.6150000000000002,0.11215545530131897
286,особенно,0.4892307692307692,0.47999999999999954,0.08280550067094773
200,среди,0.35529999999999995,0.33000000000000007,0.1536811959870172
273,молодежи,0.5815384615384616,0.5799999999999998,0.0856723857390421
221,женщин,0.4761538461538461,0.47,0.06991367557723177
108,заслушали,0.6000000000000001,0.5800000000000001,0.10668402636515686
115,последнее,0.5251304347826087,0.52,0.06636349464540046
326,выступление,0.7187730061349693,0.7199999999999998,0.10548033867986187
66,мотивам,0.45515151515151525,0.4500000000000002,0.0625770415892918
1791,этой,0.23093802345058628,0.21999999999999997,0.05456197906273498
578,связи,0.4143598615916955,0.3999999999999999,0.09631635041760206
27,следовало,0.5107407407407408,0.51,0.07859535025008019
126,начать,0.39341269841269844,0.3800000000000001,0.07213482414633954
163,обсуждения,0.6616564417177914,0.6400000000000001,0.0931010652359833
141,укрепления,0.595531914893617,0.5800000000000001,0.0783194543182087
62,регионального,0.7279032258064516,0.7050000000000001,0.10945815368874545
103,подхода,0.5502912621359223,0.54,0.07234566848742531
13,мае,0.36076923076923073,0.32000000000000006,0.11076388876007576
14,июне,0.3614285714285715,0.35499999999999965,0.09876792009967784
961,был,0.21071800208116545,0.20000000000000007,0.05656306581806549
6,всплеск,0.56,0.5499999999999999,0.12635927614016584
23,заверяем,0.5434782608695653,0.5300000000000002,0.07093222090272382
2764,его,0.22732995658465988,0.20999999999999996,0.06707636283649357
170,поддержке,0.5713529411764705,0.56,0.08353191794086193
303,усилий,0.4737623762376238,0.46999999999999975,0.08693366256383504
1159,организации,0.7199654874892149,0.71,0.10572645536732056
1218,объединенных,0.6167816091954023,0.6100000000000003,0.1140110036606238
1258,наций,0.4236883942766296,0.41999999999999993,0.08053915029457445
73,признаем,0.5583561643835616,0.55,0.08503043288608436
3,определяющую,0.7533333333333333,0.75,0.02867441755680878
201,которую,0.3958706467661691,0.3899999999999999,0.06309089379364664
170,первый,0.3381176470588236,0.32000000000000006,0.06503382138453369
262,комитет,0.487175572519084,0.47000000000000014,0.07272005098672522
108,играет,0.40842592592592586,0.3900000000000001,0.08326844181273259
55,решении,0.49945454545454554,0.47000000000000064,0.08795490955996989
129,важных,0.41209302325581393,0.40000000000000036,0.060855330018291125
266,вопросов,0.5784586466165413,0.56,0.09954535833018857
1949,а,0.11346844535659313,0.10999999999999999,0.04815824623089616
47,знаешь,0.4908510638297872,0.5,0.11889258136285707
5951,что,0.2255721727440766,0.21000000000000008,0.060702528507467206
1329,у,0.08714070729872084,0.08000000000000007,0.040085824853712475
628,меня,0.2695700636942675,0.25,0.07181433861845511
1952,слово,0.38583504098360655,0.3700000000000001,0.07857021138059743
31,бывает,0.4796774193548388,0.4700000000000002,0.09491877243771228
12,твердое,0.5316666666666668,0.5500000000000002,0.13011746829521217
50,сожалеем,0.6140000000000001,0.5999999999999999,0.0768114574786861
38,авторы,0.39473684210526316,0.395,0.04586805115048481
803,резолюции,0.6773972602739726,0.6600000000000001,0.11101625134291097
7745,не,0.13670497094899933,0.1299999999999999,0.04287069883281894
9,согласились,0.7122222222222222,0.69,0.08854098583616249
5086,с,0.09790208415257569,0.09999999999999964,0.040389168678022655
9,точкой,0.3733333333333332,0.3799999999999999,0.053748384988656854
149,зрения,0.45832214765100676,0.44999999999999996,0.09367516832377866
29,никому,0.4193103448275863,0.4099999999999997,0.0817452322550546
5,страшен,0.5459999999999999,0.51,0.0719999999999999
38,нужен,0.3439473684210526,0.32000000000000006,0.0741456416607566
46,постоянный,0.5682608695652174,0.565,0.07284003759955597
751,представитель,0.6615179760319574,0.6500000000000004,0.07956497489133528
89,демократической,0.8439325842696629,0.8399999999999999,0.0886682743197906
363,республики,0.6489531680440771,0.6400000000000001,0.10127020022766237
39,конго,0.45948717948717954,0.45999999999999996,0.08623012496233018
26,предложил,0.5180769230769232,0.5149999999999999,0.07913081820967446
235,принять,0.40531914893617016,0.3900000000000001,0.06396977557026236
113,данный,0.3392920353982301,0.3299999999999996,0.0677412674600652
392,проект,0.37464285714285717,0.3700000000000001,0.06778849911485647
259,основе,0.3950965250965251,0.3799999999999999,0.07250276487532023
209,консенсуса,0.7993301435406699,0.7899999999999999,0.10404052900239892
79,самого,0.4050632911392405,0.4099999999999997,0.059912878050190646
112,начала,0.43776785714285715,0.42000000000000026,0.07742173261508972
2,осознавали,0.51,0.51,0.040000000000000036
496,свою,0.2851008064516129,0.2799999999999998,0.06675054306408026
9,действовали,0.5022222222222223,0.5,0.040490815907308096
1308,ее,0.22072629969418958,0.20999999999999996,0.0874372208832592
244,рамках,0.3973770491803279,0.3900000000000001,0.06495652112909298
2,металлический,0.815,0.815,0.055000000000000104
2,доносившийся,0.7850000000000001,0.7850000000000001,0.06499999999999995
1545,от,0.14297087378640777,0.13999999999999968,0.04798370603514869
2,телеги,0.45499999999999985,0.45499999999999985,0.0050000000000001155
19,звон,0.37210526315789466,0.3500000000000001,0.06177880298787727
2,отбоя,0.44999999999999996,0.44999999999999996,0.010000000000000009
2,косе,0.38000000000000034,0.38000000000000034,0.06999999999999984
2,затих,0.5549999999999997,0.5549999999999997,0.06500000000000039
2742,как,0.21137855579868706,0.20999999999999996,0.04376345915336429
52,думается,0.6048076923076924,0.5800000000000001,0.10016314354813247
1191,было,0.26941225860621326,0.25,0.06912909461364823
2,правомерное,0.9000000000000001,0.9000000000000001,0.09999999999999987
18,липутин,0.5611111111111111,0.55,0.09643010646109834
154,опять,0.3566233766233766,0.3500000000000001,0.06551713148840191
2,искоса,0.41000000000000003,0.41000000000000003,0.039999999999999925
26,посмотрел,0.5357692307692309,0.52,0.08589676616654329
88,происходит,0.6135227272727272,0.59,0.0990413110860962
1299,сейчас,0.4595996920708237,0.44000000000000006,0.09407951953972707
74,арабской,0.45283783783783793,0.43000000000000016,0.07725913346286743
39,весны,0.4428205128205128,0.43000000000000016,0.07348290287625844
38,живем,0.39263157894736844,0.37499999999999994,0.09346218516277936
16,тревожные,0.565,0.5499999999999999,0.05220153254455272
32,времена,0.4590625,0.42000000000000015,0.10651758584266728
28,подчеркиваем,0.7303571428571427,0.735,0.09041500123861965
188,важность,0.4757446808510638,0.45999999999999996,0.08906117144379305
49,палестинской,0.6475510204081631,0.6499999999999995,0.07609152953059695
38,администрации,0.7855263157894735,0.77,0.09837354609160491
558,области,0.4258960573476702,0.40999999999999925,0.08678344047115812
1562,безопасности,0.8167989756722152,0.8099999999999998,0.09785076723970484
35,постоянной,0.638857142857143,0.6299999999999999,0.10152470293540604
69,координации,0.7291304347826087,0.71,0.09406656801782204
767,работы,0.44233376792698825,0.43000000000000016,0.07872784600043313
1076,сегодня,0.485957249070632,0.47,0.09345154616649329
6612,я,0.14897761645493043,0.14,0.0708340774530168
955,хотел,0.35278534031413616,0.35,0.053360288730158315
6,сфокусироваться,0.8466666666666663,0.8200000000000001,0.09049247973665484
32,четырех,0.47375000000000006,0.4700000000000002,0.07884914393955081
1,дополняющих,0.75,0.75,0.0
9,актуальных,0.5844444444444445,0.5699999999999998,0.07617394000445606
33,моментах,0.6324242424242424,0.6199999999999997,0.0784327661519359
2,напомним,0.555,0.555,0.13500000000000004
148,достижение,0.6535135135135135,0.6400000000000001,0.09212113694174105
40,соглашений,0.7105,0.71,0.07870673414645031
1617,является,0.49997526283240573,0.4899999999999999,0.08411568075712866
4,привилегией,0.6224999999999998,0.6699999999999997,0.11388041973930367
81,какая,0.35802469135802467,0.3500000000000001,0.05266759851698876
358,всегда,0.4004748603351955,0.3899999999999999,0.07656412352045411
8,реализуется,0.6612499999999999,0.6349999999999998,0.07785202309510016
66,переговорах,0.7298484848484849,0.7250000000000005,0.0980953837644062
1517,но,0.1740210942649967,0.15999999999999992,0.07390007026802255
2359,он,0.1731454005934718,0.16999999999999993,0.06431647697527765
2,отгонял,0.405,0.405,0.04499999999999993
300,себя,0.3223666666666667,0.30000000000000004,0.07523340717763324
10,странное,0.5509999999999999,0.56,0.06891298861608017
79,чувство,0.43037974683544306,0.3900000000000001,0.096724102450592
212,твердо,0.39344339622641505,0.38000000000000006,0.06151339479665418
113,убеждены,0.6135398230088496,0.6000000000000001,0.1039053377386751
92,самой,0.3673913043478261,0.3700000000000001,0.06899700001697286
123,большой,0.4041463414634146,0.38000000000000034,0.07346175188953877
73,угрозой,0.47753424657534244,0.45999999999999996,0.0913787964661958
1044,всех,0.3287835249042146,0.3199999999999994,0.07933726371885391
545,стран,0.39122935779816514,0.3899999999999999,0.06662060637044336
46,существование,0.8678260869565216,0.8650000000000002,0.10808436808261646
574,ядерного,0.5398606271777003,0.54,0.07580679699530109
527,оружия,0.45592030360531316,0.45999999999999996,0.08824161084079774
195,девять,0.530923076923077,0.5099999999999998,0.19492843981046684
490,всем,0.31220408163265306,0.2999999999999998,0.07196398747668419
255,регионе,0.5414117647058824,0.5499999999999998,0.08576053676087421
1769,должны,0.36602035048049747,0.3500000000000001,0.07142411195816345
351,будем,0.31227920227920225,0.30000000000000027,0.06238326164794989
15,реагировать,0.6413333333333333,0.5800000000000001,0.12758613648128947
43,призывы,0.48279069767441857,0.47,0.08378615030680292
3871,к,0.06832601394988376,0.0600000000000005,0.031151800275370956
2,переменам,0.6799999999999997,0.6799999999999997,0.019999999999999574
819,нет,0.3388400488400488,0.31999999999999984,0.1274546439300596
258,ничего,0.4260465116279069,0.4100000000000001,0.0860540537235165
2,постыдного,0.5949999999999999,0.5949999999999999,0.015000000000000013
6,признании,0.5483333333333335,0.5450000000000002,0.05927806414592904
948,того,0.34738396624472573,0.33000000000000007,0.09653988614213513
32,спустя,0.5175,0.51,0.10170422803403999
216,шесть,0.515,0.5200000000000002,0.21103580528221058
33,десятилетий,0.7842424242424241,0.7799999999999998,0.12042929028172263
286,организация,0.7244055944055944,0.71,0.09993789944223563
64,нуждается,0.569375,0.5550000000000004,0.07946844892786065
56,реформе,0.48392857142857143,0.4600000000000004,0.08528688082475715
868,теперь,0.3691129032258064,0.3500000000000001,0.06749310372250358
356,важно,0.3992134831460674,0.39,0.08521584912327212
1215,чтобы,0.32271604938271603,0.3100000000000005,0.060557336277161464
34,первом,0.34352941176470586,0.32499999999999996,0.06703301877087386
35,комитете,0.5862857142857144,0.5700000000000001,0.09058810121441264
591,была,0.26780033840947554,0.25,0.06389951449352453
7,проявлена,0.5657142857142857,0.5899999999999999,0.1216384740423314
29,мудрость,0.5279310344827587,0.5,0.08486822687798186
26,обсуждении,0.6646153846153846,0.6449999999999996,0.10941209218893383
191,доклада,0.51717277486911,0.5100000000000002,0.07532384875143742
171,тебе,0.2783040935672515,0.26,0.07119728734953858
15,доставляет,0.6040000000000002,0.5900000000000003,0.05535341001239229
14,удовольствие,0.7357142857142855,0.7200000000000002,0.15559628556502442
20,смотреть,0.4915000000000001,0.48,0.09307389537351486
2,терезу,0.45499999999999985,0.45499999999999985,0.1050000000000002
10,костюме,0.564,0.5549999999999999,0.05936328831862339
2,евы,0.41500000000000004,0.41500000000000004,0.04499999999999993
33,такими,0.3799999999999999,0.3899999999999997,0.0476731294622796
1033,же,0.1394288480154889,0.1299999999999999,0.04688932635236348
2,барьерами,0.7200000000000001,0.7200000000000001,0.039999999999999925
33,сталкиваются,0.7236363636363637,0.7199999999999998,0.10026686155540526
4,доступе,0.49249999999999994,0.49,0.02277608394786092
2,высшему,0.4800000000000004,0.4800000000000004,0.040000000000000036
17,образованию,0.7170588235294119,0.7300000000000004,0.10436162839362398
2482,также,0.33591861402095086,0.32999999999999996,0.05488892732860191
276,продолжать,0.5833695652173913,0.57,0.10265967245752505
486,работу,0.4476131687242798,0.43000000000000016,0.0794662140041193
27,благо,0.364074074074074,0.34999999999999987,0.09963857869762806
31,афганских,0.5983870967741935,0.5699999999999998,0.11612275968722804
115,детей,0.4402608695652174,0.43999999999999995,0.09419185665498596
241,какой,0.33049792531120337,0.3200000000000003,0.044839050526602385
19,шкаф,0.34736842105263166,0.34999999999999987,0.040632124348671174
32,поставить,0.5175,0.51,0.046837484987987996
5,тарелки,0.586,0.55,0.054258639865002165
5,пещере,0.426,0.44000000000000006,0.039293765408776986
23,сидел,0.4069565217391305,0.3699999999999999,0.09777679917785671
5,медведь,0.532,0.54,0.03867815921162736
266,моя,0.2599624060150376,0.25,0.055970575784152765
185,жизнь,0.3643783783783784,0.3599999999999999,0.0808921040984746
1049,так,0.23493803622497617,0.21000000000000008,0.07945489317788476
11,сложилась,0.6081818181818182,0.5899999999999999,0.08429581913693547
11,прожил,0.4309090909090909,0.43999999999999995,0.023141676475196087
54,всю,0.24037037037037046,0.23999999999999988,0.052843688538758794
63,практически,0.6674603174603173,0.6499999999999999,0.08624380822437094
127,различных,0.5449606299212597,0.54,0.058885636067179115
6,кампусах,0.695,0.6949999999999998,0.062383224240709904
406,перед,0.26332512315270934,0.2599999999999998,0.0453343105567382
166,ней,0.21746987951807234,0.20000000000000007,0.06742855877548994
27,волны,0.37333333333333335,0.35,0.07287737036358483
20,моря,0.3825,0.37000000000000005,0.07847770384000798
6,колыхалась,0.665,0.615,0.13438129830200826
17,листва,0.4747058823529412,0.41999999999999993,0.11617014130190174
8,густых,0.40249999999999986,0.3799999999999999,0.05760859310901458
8,садов,0.5300000000000002,0.5150000000000001,0.06892024376045111
85,несомненно,0.7082352941176471,0.6700000000000002,0.13317106619672425
24,наблюдается,0.6670833333333333,0.665,0.07407649012263537
18,резкий,0.41222222222222216,0.405,0.04288946459026397
60,рост,0.30050000000000004,0.28,0.06291330013068246
96,распространения,0.8860416666666667,0.875,0.10730097047039643
8,сахельском,0.7162500000000002,0.6350000000000002,0.18234154079638562
89,понимаем,0.5788764044943819,0.57,0.0878768060341165
1,обозримой,0.45999999999999996,0.45999999999999996,0.0
19,перспективе,0.7342105263157895,0.7199999999999998,0.08785848606371045
24,возобновление,0.7904166666666667,0.77,0.11355905830105414
68,соответствующих,0.8394117647058823,0.8199999999999998,0.0963584355253125
492,переговоров,0.7016869918699188,0.6999999999999998,0.08712316994552972
8,вряд,0.29000000000000004,0.285,0.03464101615137751
604,ли,0.12788079470198677,0.1100000000000001,0.05347970180665477
1,реализуемо,0.6800000000000006,0.6800000000000006,0.0
137,заключение,0.7182481751824817,0.72,0.11014852487966596
585,делегация,0.6323760683760683,0.6100000000000001,0.09560958061779089
171,приветствует,0.6392397660818714,0.6199999999999999,0.09216058860040637
314,возможность,0.6339490445859872,0.6199999999999999,0.08770432349069117
297,участие,0.5149494949494949,0.5,0.08573359886586124
8,дебатах,0.5962500000000002,0.5950000000000002,0.034618456060315474
19,начнем,0.4336842105263157,0.42999999999999994,0.07335641372711077
92,обсуждение,0.6316304347826086,0.6299999999999999,0.08893423527617912
12,блока,0.38666666666666655,0.34499999999999986,0.09792287214378914
292,другие,0.41753424657534244,0.3999999999999999,0.08705659978943642
28,виды,0.31642857142857145,0.31000000000000016,0.07026553136466827
47,массового,0.5295744680851063,0.5,0.10534558017788387
58,уничтожения,0.7544827586206896,0.7549999999999999,0.11484881236971867
131,опыт,0.34923664122137404,0.33999999999999986,0.08347069075234022
4,руанды,0.4624999999999999,0.45999999999999996,0.04437059837324723
1337,имеет,0.34160059835452505,0.33000000000000007,0.07277065498548636
39,огромную,0.49435897435897447,0.4800000000000002,0.07146076103834069
34,ценность,0.5361764705882353,0.5350000000000001,0.10718358922572038
3678,для,0.17325448613376837,0.16000000000000014,0.053295792424977666
197,комиссии,0.5731979695431472,0.5500000000000007,0.10190284213139456
21,привет,0.46238095238095245,0.43999999999999995,0.07788298682760059
451,тут,0.21159645232815963,0.20000000000000007,0.056282675738640424
146,знаю,0.4028767123287671,0.39,0.1054082663189624
5,личному,0.5,0.5,0.032249030993194226
18,опыту,0.4255555555555555,0.42999999999999994,0.10499853026602182
64,каких,0.39453125,0.3600000000000003,0.11692585374260692
201,успехов,0.5637810945273631,0.5599999999999996,0.09242252014334915
909,может,0.3354785478547855,0.32999999999999985,0.06324135088450952
262,добиться,0.4520229007633588,0.4300000000000006,0.0743631450259499
178,генеральная,0.5558988764044943,0.5499999999999998,0.08260866795445526
384,ассамблея,0.5557291666666667,0.54,0.09539113331946646
426,позвольте,0.49387323943661976,0.49,0.06350315423997643
476,лишь,0.24567226890756302,0.23000000000000043,0.053583455562123926
8,проинформировать,0.80375,0.7900000000000001,0.10367467144871988
437,членов,0.4553318077803204,0.44000000000000017,0.08875024591930158
398,ассамблеи,0.6131658291457286,0.6100000000000001,0.09907120244531589
25,сегодняшнем,0.634,0.6100000000000003,0.084
45,положении,0.6002222222222221,0.6099999999999994,0.07747369127327136
104,дел,0.26461538461538464,0.26000000000000023,0.05919204528356894
40,живет,0.34925000000000006,0.3350000000000002,0.06088462449584462
5,близ,0.24600000000000008,0.24,0.020591260281973944
44,границы,0.5420454545454546,0.5249999999999999,0.07662125107111262
363,ему,0.23201101928374657,0.20999999999999996,0.08077503289495735
82,кажется,0.5089024390243903,0.4750000000000001,0.11850703485921976
11,враги,0.4190909090909091,0.3700000000000001,0.11057326205277537
932,нас,0.26548283261802574,0.24999999999999992,0.07838418320926743
5,перехитрят,0.67,0.6600000000000001,0.05932958789676521
9,обманут,0.5522222222222221,0.5499999999999998,0.0664626507943918
5,торговцы,0.5900000000000001,0.5800000000000001,0.04242640687119286
166,оружием,0.5189759036144579,0.5199999999999996,0.08578924524721672
47,зачастую,0.5517021276595745,0.54,0.07790663121302603
5,подталкивают,0.804,0.7800000000000002,0.045431266766402044
86,обе,0.23476744186046508,0.23,0.05891907623697704
437,стороны,0.4573684210526316,0.44000000000000006,0.08385278704502669
15,конфликте,0.5700000000000001,0.56,0.08000000000000007
7,приобретать,0.7114285714285711,0.6399999999999997,0.1709159000735718
531,можно,0.32728813559322034,0.31999999999999984,0.05788316883171175
515,больше,0.37945631067961166,0.3600000000000003,0.07949168323097561
251,такого,0.39254980079681273,0.3899999999999997,0.059223667051307646
491,кто,0.22030549898167004,0.21000000000000008,0.05764301571746191
3,побеждает,0.57,0.59,0.04320493798938567
2,соревновании,0.7600000000000001,0.7600000000000001,0.02000000000000013
96,благодарим,0.5639583333333333,0.56,0.06999224907484795
461,представителя,0.7086767895878526,0.7,0.09151049679189208
